experiment_doc_id,gold_document_id,strategy,dimension,experiment_dimension,gold_label,predicted_label,gold_binary,predicted_binary,error_type,is_error,strategy_label,dimension_label
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S4_hybrid,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1,True Positive,False,S4 – Hybrid,Pass-through risk
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S4_hybrid,unallowable_expenditure,unallowable_expenditure,FLAG,CLEAR,1,0,False Negative,True,S4 – Hybrid,Unallowable expenditure
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S4_hybrid,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0,True Negative,False,S4 – Hybrid,Audit opinion
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S4_hybrid,going_concern,going_concern,CLEAR,,0,0,True Negative,False,S4 – Hybrid,Going concern
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S5_extended,revenue_concentration,revenue_concentration,FLAG,CLEAR,1,0,False Negative,True,S5 – Extended extraction,Revenue concentration
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S5_extended,expense_spike,expense_spike,FLAG,FLAG,1,1,True Positive,False,S5 – Extended extraction,Expense spike
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S5_extended,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1,True Positive,False,S5 – Extended extraction,Pass-through risk
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S5_extended,unallowable_expenditure,unallowable_expenditure,FLAG,CLEAR,1,0,False Negative,True,S5 – Extended extraction,Unallowable expenditure
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S5_extended,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0,True Negative,False,S5 – Extended extraction,Audit opinion
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S5_extended,going_concern,going_concern,CLEAR,,0,0,True Negative,False,S5 – Extended extraction,Going concern
